Name,Date Added,Year,Last Played,Artist,Genre,Plays
Strange Highways,"5/27/19, 12:57 PM",1993,,Dio,Metal,
Stranglehold,"8/16/17, 10:31 AM",1975,"10/30/18, 5:18 PM",Ted Nugent,Rock,4
Street Dreams,"12/1/16, 11:47 PM",1996,,Nas,Hip-Hop/Rap,
Street Lights,"10/21/15, 9:34 PM",2008,"7/10/16, 2:12 PM",Kanye West,Rap,2
Stressed Out,"8/9/16, 3:48 PM",2015,"5/19/17, 1:32 AM",twenty one pilots,Alternative,25
Stricken,"8/15/17, 12:00 PM",2005,"6/29/20, 11:36 AM",Disturbed,Hard Rock,35
The Stroke,"11/6/19, 12:50 AM",1981,"3/15/20, 5:23 PM",Billy Squier,Rock,1
Stronger,"7/7/15, 10:09 PM",2007,"10/29/16, 3:14 PM",Kanye West,Hip Hop/Rap,17
The Struggle Discontinues,"5/28/18, 12:50 AM",2017,,"Damian ""Jr. Gong"" Marley",Reggae,
Stuck in My Ways,"12/14/18, 12:39 PM",2018,,Meek Mill,Hip-Hop/Rap,
Studio,"7/7/15, 9:47 PM",,"2/26/18, 11:32 PM",ScHoolboy Q,,8
Stutter,"12/23/16, 12:58 AM",2016,"4/18/17, 10:27 AM",Gucci Mane,Hip-Hop/Rap,8
Succa Proof (feat. Konshens & J. Black),"11/24/18, 3:01 PM",2018,,Nipsey Hussle,Hip-Hop/Rap,
Suga Suga,"12/30/15, 11:25 PM",2003,"2/2/16, 9:40 AM",Baby Bash,R&B/Soul,3
Suga Suga,"10/12/15, 10:21 PM",,"12/3/15, 12:58 AM",Baby Bash,,7
Sugar Wraith,"5/7/18, 7:41 PM",2018,,Post Malone,Hip-Hop/Rap,
Suicidal Thoughts,"6/30/17, 9:45 AM",1994,"4/13/18, 10:46 PM",The Notorious B.I.G.,Hip-Hop/Rap,1
Sultans of Swing,"8/16/17, 2:33 PM",1978,"8/22/20, 4:04 PM",Dire Straits,Rock,115
Summer Games,"6/29/18, 9:45 AM",2018,,Drake,Hip-Hop/Rap,
Summertime (feat. Jelly Roll),"10/8/15, 9:28 PM",2015,"8/11/18, 1:55 PM",The Game,Hip-Hop/Rap,28
Summertime in Paris (feat. Willow),"7/14/19, 2:49 PM",2019,,Jaden,Hip-Hop/Rap,
The Sun Comes Up,"5/12/19, 1:36 PM",2017,,Mako Road,Alternative,
Sundown,"12/25/18, 10:23 PM",1974,"11/7/19, 6:11 PM",Gordon Lightfoot,Singer/Songwriter,11
Sunshine,"9/19/16, 4:10 PM",2007,"8/1/20, 4:13 PM",Atmosphere,Hip-Hop/Rap,38
Super Trapper,"3/10/17, 4:18 PM",2017,"3/13/18, 12:51 PM",Future,Hip-Hop/Rap,2
Superstar (feat. Matthew Santos),"11/2/14, 6:25 PM",2007,"3/12/20, 2:22 PM",Lupe Fiasco,Hip Hop/Rap,119
Surfin' (feat. Pharrell Williams),"6/30/17, 11:16 PM",2016,,Kid Cudi,Hip-Hop/Rap,
Surgical Gloves,"10/25/16, 3:57 PM",2009,"4/24/18, 4:46 PM",Raekwon,Hip-Hop/Rap,14
Surgical Gloves,"10/21/15, 9:01 PM",2009,"2/28/17, 1:03 AM",Raekwon,Rap,3
Surrender,"3/26/20, 4:56 PM",1978,,Cheap Trick,Rock,
Survival,"6/29/18, 10:45 AM",2018,"10/29/19, 10:20 AM",Drake,Hip-Hop/Rap,2
Survival of the Fittest,"12/2/16, 2:20 AM",1995,"3/3/20, 2:10 PM",Mobb Deep,Hip-Hop/Rap,24
Susie Q,"2/7/17, 2:57 AM",1968,,Creedence Clearwater Revival,Rock,
Suture Up Your Future,"4/13/17, 8:57 PM",2007,,Queens of the Stone Age,Rock,
SUU WHOOP,"8/11/18, 2:24 PM",2018,"12/9/18, 2:33 PM",YG,Hip-Hop/Rap,1
Sweet Child O' Mine,"1/31/17, 9:57 PM",1987,"6/19/20, 11:22 AM",Guns N' Roses,Hard Rock,109
Sweet Dreams (Are Made of This),"10/23/18, 8:09 PM",1983,"12/22/18, 2:35 PM",Eurythmics,Pop,7
Sweet Dreams (Are Made of This),"4/26/19, 10:38 PM",2019,,Weezer,Alternative,
Sweet Emotion,"7/19/17, 3:24 PM",1975,"8/11/18, 4:17 PM",Aerosmith,Hard Rock,1
The Sweet Escape (feat. Akon),"3/18/19, 8:23 PM",2006,"3/16/20, 1:15 PM",Gwen Stefani,Pop,19
Sweet Hitch Hiker,"2/7/17, 2:57 AM",1971,"2/9/17, 1:06 PM",Creedence Clearwater Revival,Rock,1
Sweet Home Alabama,"2/16/17, 1:57 PM",1974,"8/13/20, 4:08 PM",Lynyrd Skynyrd,Rock,151
Swimming Pools (Drank) [Bonus Track],"1/20/17, 5:37 PM",2012,"4/15/19, 7:32 PM",Kendrick Lamar,Hip-Hop/Rap,3
Swimming Pools (Drank) [Extended Version],"3/7/15, 11:12 PM",2013,"6/19/17, 3:34 PM",Kendrick Lamar,Hip Hop/Rap,3
Switch Sides (feat. Verse Simmonds & Brookfield Duece),"1/19/18, 5:40 PM",2017,"6/27/18, 5:06 PM",Dame D.O.L.L.A.,Hip-Hop/Rap,3
Sympathy for the Devil,"8/15/17, 2:04 PM",1968,"3/15/20, 4:14 PM",The Rolling Stones,Rock,47
Sympathy for the Devil,"3/17/20, 1:12 AM",1968,,The Rolling Stones,Rock,
Syncopated Healing,"3/16/19, 11:22 AM",2017,,Twiddle,Alternative,
T.G.I.F.,"10/15/15, 5:49 PM",2009,"10/22/15, 4:05 PM",Kid Cudi,Rap,2
Tables,"3/15/19, 9:27 PM",2018,,Joey Trap,Hip-Hop/Rap,
Tainted Love,"12/9/18, 2:38 AM",1981,"8/13/20, 9:37 PM",Soft Cell,Pop,45
Take Care (feat. Rihanna),"12/27/16, 1:01 AM",2011,,Drake,Hip-Hop/Rap,
Take It Easy,"12/5/19, 12:13 PM",1972,,Eagles,Rock,
Take It Easy,"6/17/16, 8:56 PM",1967,"4/24/18, 3:08 PM",Hopeton Lewis,Reggae,20
"Take Me Home, Country Roads (Original Version)","6/17/16, 10:28 PM",1971,"8/11/20, 10:39 AM",John Denver,Pop,106
Take Me Out,"6/11/17, 11:49 AM",2000,"3/2/20, 4:19 PM",Franz Ferdinand,Rock,38
Take Me to Church,"1/2/15, 11:27 PM",2014,"10/25/19, 12:35 PM",Hozier,Alternative,32
Take On Me,"9/10/18, 12:40 PM",1985,"8/18/20, 3:22 PM",a-ha,Pop,224
Take on Me,"3/26/19, 10:41 AM",2019,,Weezer,Alternative,
Take What You Want (feat. Ozzy Osbourne & Travis Scott),"2/24/20, 10:58 AM",2020,,Post Malone,Metal,
Takin' Care of Business,"7/19/17, 12:23 PM",1973,"7/30/19, 4:10 PM",Bachman-Turner Overdrive,Rock,11
Takin' Shots,"5/7/18, 7:41 PM",2018,,Post Malone,Hip-Hop/Rap,
A Tale Of 2 Citiez,"10/21/15, 9:41 PM",2014,"2/28/17, 10:27 PM",J. Cole,Rap,13
A Tale of 2 Citiez,"11/1/16, 8:37 PM",2014,"10/2/18, 12:00 PM",J. Cole,Hip-Hop/Rap,31
Talk,"5/2/19, 5:39 PM",2019,,Khalid,R&B/Soul,
TAlk tO Me,"9/22/18, 4:38 PM",2018,"8/13/19, 10:32 AM",Tory Lanez & Rich The Kid,Hip-Hop/Rap,3
Talk Up (feat. JAY-Z),"6/29/18, 9:45 AM",2018,,Drake,Hip-Hop/Rap,
Talkin' 2 Myself (feat. Kobe),"12/2/16, 12:08 AM",2010,,Eminem,Hip-Hop/Rap,
Tammy's Song (Her Evils),"8/12/19, 12:16 PM",2011,,Kendrick Lamar,Hip-Hop/Rap,
Tangerine,"2/24/19, 4:32 PM",1970,"8/15/20, 1:14 PM",Led Zeppelin,Rock,44
Teach me How to Dougie,"7/8/15, 9:58 PM",,"9/3/16, 1:41 PM",Cali Swag,,8
Team,"9/10/16, 12:04 AM",2013,"6/27/18, 6:38 PM",Lorde,Alternative,7
Team,"1/6/15, 11:16 PM",,"2/9/16, 7:28 PM",Lorde,,10
"Tease Me, Please Me","4/9/18, 6:31 PM",1990,,Scorpions,Rock,
Teenage Fever,"5/31/17, 1:58 AM",2017,,Drake,Hip-Hop/Rap,
A Teenager In Love,"12/9/18, 9:09 PM",1959,,Dion & The Belmonts,Pop,
Ten Crack Commandments,"8/8/18, 1:24 PM",1997,"1/31/19, 10:44 PM",The Notorious B.I.G.,Hip-Hop/Rap,1
Ten Thousand Fists,"2/13/19, 7:56 PM",2005,"2/25/20, 1:32 PM",Disturbed,Hard Rock,13
Tennis Court,"9/10/16, 12:04 AM",2013,"9/15/18, 7:37 AM",Lorde,Alternative,7
Tennis Court,"1/6/15, 11:22 PM",,"2/19/17, 3:56 PM",Lorde,,25
Thank You,"2/24/19, 3:32 PM",1969,,Led Zeppelin,Rock,
Thanx,"3/13/17, 11:55 AM",1992,,Sublime,Alternative,
That's How You Feel,"6/29/18, 9:45 AM",2018,"6/30/18, 5:44 PM",Drake,Hip-Hop/Rap,1
That's the Way,"2/24/19, 4:32 PM",1970,,Led Zeppelin,Rock,
That's the Way It Is,"8/11/19, 9:53 PM",2019,,Daniel Lanois,Soundtrack,
These Walls,"10/21/15, 9:16 PM",2015,,Kendrick Lamar,Rap,
"These Walls (feat. Bilal, Anna Wise & Thundercat)","10/25/16, 3:57 PM",2015,,Kendrick Lamar,Hip-Hop/Rap,
They Reminisce Over You (T.R.O.Y.),"10/14/16, 12:14 AM",1992,"9/23/19, 11:34 AM",Pete Rock & C.L. Smooth,Hip-Hop/Rap,45
Things Done Changed,"6/30/17, 9:45 AM",1994,"1/22/19, 2:20 PM",The Notorious B.I.G.,Hip-Hop/Rap,5
Think About You (1986 Sound City Session),"4/17/17, 1:59 PM",2018,"4/29/17, 9:20 PM",Guns N' Roses,Rock,3
This Feeling,"10/14/19, 10:05 PM",2015,,Alabama Shakes,Alternative,
Tho Freestyle,"5/26/17, 10:20 PM",2017,"1/16/19, 10:26 PM",Gucci Mane,Hip-Hop/Rap,17
Thotiana,"1/2/20, 12:45 PM",2018,"3/14/20, 4:20 PM",Blueface,Hip-Hop/Rap,6
Three Little Birds,"8/12/16, 12:03 PM",1977,"6/12/20, 3:34 PM",Bob Marley & The Wailers,Reggae,36
Through the Fire and Flames,"10/29/18, 2:44 PM",2005,"4/2/20, 3:35 PM",DragonForce,Metal,109
Through The Wire,"10/15/15, 6:26 PM",2004,"2/8/16, 9:41 PM",Kanye West,Rap,2
Through the Wire,"10/25/16, 3:55 PM",2003,,Kanye West,Hip-Hop/Rap,2
Thugz Mansion,"8/3/15, 9:38 PM",,"5/7/19, 2:52 PM",Tupac,,38
Tic Tac Toe (feat. Kodak Black),"12/14/18, 12:39 PM",2018,,Meek Mill,Hip-Hop/Rap,
'Till I Collapse,"7/7/15, 10:05 PM",2002,"5/29/18, 4:23 PM",Eminem,Hip-Hop/Rap,15
Till I Collapse-Remix,"7/7/15, 11:05 PM",,"12/12/16, 10:49 PM",Eminem,,6
Till I Get There,"12/2/16, 12:56 AM",2011,"2/28/17, 1:36 AM",Lupe Fiasco,Hip-Hop/Rap,2
Till The End,"10/16/15, 5:37 PM",2014,"2/28/17, 10:36 PM",Logic,Dance & House,1
Time of the Season,"2/23/20, 11:46 PM",1968,,The Zombies,Rock,
Time Travel,"5/28/18, 1:50 AM",2017,,"Damian ""Jr. Gong"" Marley",Reggae,
To Be Honest,"7/28/19, 1:44 PM",2011,,Forest Fire,Alternative,
To Fight and Conquer,"12/27/19, 11:45 AM",2019,,Reign of Fury,Metal,
Today,"2/26/17, 8:58 PM",1993,"12/30/18, 5:03 PM",Smashing Pumpkins,Rock,30
Today Is The End,"2/24/20, 10:58 AM",2020,,Ozzy Osbourne,Metal,
Today was a Good Day,"10/12/15, 10:17 PM",,"2/14/16, 11:24 PM",Ice Cube,,3
Toes,"7/25/18, 10:21 PM",2018,,Zac Brown Band,Country,
Tom Sawyer,"1/31/17, 8:53 PM",1981,"5/21/18, 8:39 PM",Rush,Rock,7
Tom Sawyer,"2/13/20, 11:39 AM",1981,,Rush,Rock,
TOO BRAZY (feat. Mozzy),"8/11/18, 2:24 PM",2018,"1/27/19, 3:27 PM",YG,Hip-Hop/Rap,1
TOO COCKY,"8/11/18, 3:24 PM",2018,,YG,Hip-Hop/Rap,
Too Much,"3/3/15, 12:01 AM",2006,"10/19/16, 7:10 PM",Game,Hip-Hop/Rap,
Too Much Sauce (feat. Future & Lil Uzi Vert),"10/13/16, 10:01 PM",2016,"5/21/18, 3:03 PM",DJ ESCO,Hip-Hop/Rap,9
Too Young,"6/30/18, 11:55 AM",2015,,Post Malone,Hip-Hop/Rap,
Top Down,"7/8/15, 12:36 AM",,"11/3/16, 9:25 PM",Swizz Beatz,,16
Toss a Coin to Your Witcher,"1/26/20, 2:10 PM",2020,,"Sonya Belousova, Giona Ostinelli & Joey Batey",Soundtrack,
Touch The Sky,"10/15/15, 5:53 PM",2005,"10/6/16, 4:38 PM",Kanye West,Rap,15
Touch the Sky (feat. Lupe Fiasco),"10/25/16, 3:54 PM",2005,"2/14/20, 1:48 PM",Kanye West,Hip-Hop/Rap,30
Transportin',"9/14/17, 11:21 PM",2017,"5/12/20, 11:29 AM",Kodak Black,Hip-Hop/Rap,64
Trap Party (Funeral) [feat. Danny from Sobrante],"1/19/18, 5:40 PM",2017,"1/19/18, 6:47 PM",Dame D.O.L.L.A.,Hip-Hop/Rap,2
Trap Queen,"6/19/15, 9:32 AM",2014,"2/14/16, 9:01 PM",Fetty Wap,Hip-Hop/Rap,9
Trauma,"12/14/18, 12:39 PM",2018,,Meek Mill,Hip-Hop/Rap,
Travelin' Band,"2/7/17, 3:57 AM",1970,"8/11/20, 4:47 PM",Creedence Clearwater Revival,Rock,8
The Trooper,"1/19/19, 1:59 PM",1983,"5/17/20, 2:07 PM",Iron Maiden,Metal,96
Trouble Nobody,"10/14/15, 9:18 PM",2004,"12/7/15, 1:31 PM",Akon,R&B/Soul,2
Troublemaker,"6/27/17, 3:28 PM",2008,"8/31/19, 4:57 PM",Weezer,Alternative,17
The Truth,"12/2/16, 12:42 AM",2009,"2/27/18, 12:12 PM",Stoupe & Supastition,Hip-Hop/Rap,11
Tubthumping,"6/1/19, 9:34 PM",1997,,Chumbawamba,Rock,
Turnin' On the Screw,"4/13/17, 7:57 PM",2007,,Queens of the Stone Age,Rock,
Twentieth Century Man,"5/16/20, 1:02 PM",1980,,Scorpions,Hard Rock,
Twenty One,"5/2/19, 5:39 PM",2019,,Khalid,R&B/Soul,
Two Tickets to Paradise,"3/26/20, 4:56 PM",1977,,Eddie Money,Rock,
Two Words,"10/15/15, 6:24 PM",2004,"12/26/15, 5:06 PM",Kanye West,Rap,2
Two Words,"10/25/16, 3:55 PM",2004,"6/18/17, 12:38 PM",Kanye West,Hip-Hop/Rap,1
Two-Headed Boy,"2/26/20, 2:04 PM",1998,,Neutral Milk Hotel,Alternative,
"Two-Headed Boy, Pt. 2","2/26/20, 2:04 PM",1998,,Neutral Milk Hotel,Pop,
Type of Way,"11/20/16, 2:44 PM",2013,"6/4/18, 12:04 PM",Rich Homie Quan,Hip-Hop/Rap,22
Type of Way,"1/6/15, 11:24 PM",,"11/9/16, 8:18 PM",Rich Homie Quan,,28
u,"10/21/15, 9:16 PM",2015,"1/25/16, 2:24 PM",Kendrick Lamar,Rap,1
U,"10/25/16, 3:57 PM",2015,,Kendrick Lamar,Hip-Hop/Rap,1
U Mad (feat. Kanye West),"10/19/16, 6:52 PM",2015,"8/11/18, 3:10 PM",Vic Mensa,Hip-Hop/Rap,13
Uber Everywhere,"5/17/16, 12:16 AM",2016,"1/16/17, 6:55 PM",MadeinTYO,Hip-Hop/Rap,45
Ultimate,"11/19/16, 5:34 PM",2015,"2/14/18, 2:59 PM",Denzel Curry,Hip-Hop/Rap,20
Unbelievable,"6/30/17, 9:45 AM",1994,"8/1/17, 3:28 PM",The Notorious B.I.G.,Hip-Hop/Rap,1
Uncle (Skit),"10/8/15, 9:28 PM",2015,"10/13/15, 10:58 AM",The Game,Hip-Hop/Rap,1
Uncle Tom's Cabin,"3/25/19, 8:33 PM",1990,,Warrant,Hard Rock,
Under My Voodoo,"2/4/17, 8:30 AM",1996,,Sublime,Alternative,
Under Pressure,"10/16/15, 5:36 PM",2014,,Logic,Dance & House,
Under Pressure,"3/4/19, 5:31 PM",1981,,Queen & David Bowie,Rock,
Under Pressure,"2/14/17, 12:55 PM",1981,"10/16/18, 6:12 PM",Queen & David Bowie,Rock,11
Under the Bridge,"6/30/16, 2:50 PM",1991,"12/4/19, 4:49 PM",Red Hot Chili Peppers,Alternative,52
Under the Graveyard,"2/24/20, 10:58 AM",2019,,Ozzy Osbourne,Metal,
Until the World Goes Cold,"7/24/20, 8:11 PM",2015,,Trivium,Metal,
Untitled,"12/2/16, 12:08 AM",2010,,Eminem,Hip-Hop/Rap,
Untitled,"2/26/20, 2:04 PM",1998,,Neutral Milk Hotel,Alternative,
Up Around the Bend,"1/31/17, 10:01 PM",1970,"4/19/20, 3:18 PM",Creedence Clearwater Revival,Rock,84
Up In the Clouds,"7/14/19, 3:30 PM",2018,"7/14/19, 3:38 PM",Skegss,Alternative,1
"Up on the Wall (feat. Problem, Ty Dolla $ign & YG)","10/15/15, 7:02 PM",2015,"10/24/15, 10:50 AM",The Game,Hip-Hop/Rap,1
Up There,"6/30/18, 12:55 PM",2016,"9/6/18, 2:23 PM",Post Malone,Hip-Hop/Rap,1
Up Up & Away,"10/15/15, 5:48 PM",2009,"10/17/15, 11:18 PM",Kid Cudi,Rap,1
Up Up & Away,"10/25/16, 3:56 PM",2009,"11/15/16, 7:35 PM",Kid Cudi,Hip-Hop/Rap,3
Upholstery (feat. Major Myjah),"5/28/18, 12:50 AM",2017,,"Damian ""Jr. Gong"" Marley",Reggae,
Uproar (feat. Swizz Beatz),"10/17/18, 12:53 PM",2018,"7/25/19, 9:28 PM",Lil Wayne,Hip-Hop/Rap,23
Upside Down,"2/6/19, 12:58 PM",2006,"8/11/20, 11:55 AM",Jack Johnson,Rock,13
Uptown Vibes (feat. Fabolous & Anuel AA),"12/14/18, 1:39 PM",2018,"9/29/19, 1:10 PM",Meek Mill,Hip-Hop/Rap,6
Used to Love Her,"8/31/19, 1:33 AM",1988,,Guns N' Roses,Hard Rock,
Victory,"7/8/15, 10:38 PM",,"12/6/16, 4:42 PM",Puff Daddy,,9
Victory (feat. The Notorious B.I.G. & Busta Rhymes),"1/4/17, 11:01 PM",1997,"3/13/19, 8:25 PM",Puff Daddy,Hip-Hop/Rap,1
Victory Lap (feat. Stacy Barthe),"11/24/18, 3:01 PM",2018,"6/8/19, 4:44 PM",Nipsey Hussle,Hip-Hop/Rap,1
Voodoo,"3/25/19, 8:27 PM",1998,,Godsmack,Rock,
W.T.P.,"12/2/16, 12:08 AM",2010,,Eminem,Hip-Hop/Rap,
Wagon Wheel,"7/26/17, 12:46 PM",2013,"8/11/18, 3:25 PM",Darius Rucker,Country,3
Waiting for My Ruca,"3/13/17, 11:55 AM",1992,"8/5/19, 1:52 PM",Sublime,Alternative,10
Wake Me Up,"7/8/20, 11:51 PM",2013,"8/1/20, 3:41 PM",Avicii,House,1
Wake Me Up When September Ends,"3/14/17, 11:52 PM",2004,"10/21/17, 9:44 PM",Green Day,Alternative,1
Wake Up Mr. West,"10/25/16, 3:54 PM",2005,"3/28/18, 1:19 AM",Kanye West,Hip-Hop/Rap,13
Wake-Up Mr. West,"10/15/15, 5:52 PM",2005,"12/3/15, 2:08 AM",Kanye West,Rap,1
Walk Down,"5/28/19, 5:12 PM",2019,"5/31/19, 4:07 PM",Doe Boy,Hip-Hop/Rap,3
Walk of Life,"8/18/17, 2:59 AM",1985,"2/14/19, 7:48 PM",Dire Straits,Rock,35
Walk On the Wild Side,"5/11/20, 10:18 PM",1972,,Lou Reed,Rock,
Walk On the Wild Side,"3/26/20, 4:56 PM",1972,,Lou Reed,Rock,
Walk On Water,"12/23/16, 12:58 AM",2016,"12/5/18, 11:36 PM",Gucci Mane,Hip-Hop/Rap,37
Walk This Way,"7/7/17, 10:18 AM",1975,"6/13/20, 1:36 PM",Aerosmith,Hard Rock,36
Walk This Way (feat. Aerosmith),"11/5/19, 11:46 PM",1986,,Run-DMC,Hip-Hop/Rap,
Walk Wit Me,"10/25/16, 3:57 PM",2009,"12/24/16, 12:21 PM",Raekwon,Hip-Hop/Rap,1
Walked In (feat. Street Money Boochie & Travis Porter),"11/4/15, 1:20 AM",2015,"12/9/16, 8:35 PM",Bankroll Fresh,Hip-Hop/Rap,16
Walking Back to Georgia,"7/26/17, 1:41 PM",1972,"8/3/18, 10:16 AM",Jim Croce,Singer/Songwriter,1
Walking On Sunshine,"9/7/18, 1:53 PM",1985,"6/14/20, 4:22 PM",Katrina & The Waves,Pop,4
The Wanderer,"11/9/18, 12:51 PM",1961,"1/26/19, 1:27 PM",Dion,Pop,8
The Wanderer,"1/19/16, 11:27 PM",,"4/20/16, 3:51 PM",Dion,,5
The Wanderer,"1/19/16, 11:27 PM",,"4/20/16, 2:51 PM",Dion,,5
Wanna Be a Baller,"2/11/20, 7:45 PM",1998,"2/11/20, 7:51 PM",Lil' Troy,Hip-Hop/Rap,1
Wanna Be Cool,"9/21/16, 11:04 PM",2015,"10/9/17, 10:51 AM",Donnie Trumpet & The Social Experiment,Pop,13
War Pigs,"3/4/18, 9:39 PM",1970,"3/19/18, 6:20 PM",Black Sabbath,Rock,3
Warning,"6/30/17, 9:45 AM",1994,"5/31/18, 3:42 PM",The Notorious B.I.G.,Hip-Hop/Rap,4
Watch Out,"3/20/16, 11:19 AM",,"6/27/19, 6:06 PM",2 Chainz,,56
Watching Over,"9/28/18, 10:56 PM",2018,,Greta Van Fleet,Rock,
Water,"4/3/17, 12:23 PM",2016,"2/18/18, 6:28 PM",Ugly God,Hip-Hop,3
Way Down We Go,"11/6/19, 12:22 AM",2015,"2/22/20, 4:33 PM",KALEO,Alternative,5
The way I live,"10/12/15, 11:07 PM",,"4/4/16, 2:55 PM",Baby Boy,,8
The Way I Live (feat. Lil Boosie) [Featuring Lil Boosie],"9/10/16, 12:02 AM",2007,,Baby Boy Da Prince featuring Lil Boosie,Hip-Hop/Rap,
The Ways,"2/23/18, 11:08 AM",2018,"8/21/20, 3:20 PM","Khalid, Swae Lee",Hip-Hop/Rap,53
We Ain't,"3/5/15, 12:25 PM",2005,"7/9/15, 11:53 AM",The Game,Hip Hop/Rap,
We Ain't (feat. Eminem),"3/5/15, 1:25 PM",2005,,The Game,Hip-Hop/Rap,
We Are the Champions,"4/7/19, 6:54 PM",1977,"4/11/19, 4:00 PM",Queen,Rock,1
We Are Young (feat. Janelle Monáe),"5/11/12, 7:56 PM",2011,"7/14/15, 10:38 AM",Fun.,Alternative,6
We As Americans,"10/29/15, 12:43 AM",2004,,Eminem,Rap,
We As Americans (Bonus Track),"10/25/16, 3:55 PM",2004,,Eminem,Hip-Hop/Rap,
We Didn't Start the Fire,"2/12/18, 12:36 PM",1989,"8/15/20, 12:41 PM",Billy Joel,Rock,40
We Don't Care,"10/15/15, 6:03 PM",2004,"10/21/15, 6:00 PM",Kanye West,Rap,1
We Don't Care,"10/25/16, 3:55 PM",2004,"6/10/18, 4:51 PM",Kanye West,Hip-Hop/Rap,2
We Major,"10/15/15, 5:58 PM",2005,,Kanye West,Rap,
We Major (feat. Nas & Really Doe),"10/25/16, 3:54 PM",2005,"1/12/17, 2:11 PM",Kanye West,Hip-Hop/Rap,1
We Ready (No. 2),"9/2/16, 2:18 PM",2002,"11/30/16, 10:10 PM",Archie Eversole,Hip-Hop/Rap,16
We Rock,"5/27/19, 12:57 PM",1984,,Dio,Metal,
We Will Rob You,"10/21/15, 9:05 PM",2009,,Raekwon,Rap,
"We Will Rob You (feat. Slick Rick, GZA & Masta Killa)","10/25/16, 3:57 PM",2009,,Raekwon,Hip-Hop/Rap,
We Will Rock You,"4/7/19, 5:54 PM",1977,,Queen,Rock,
We're Not Gonna Take It,"3/30/18, 11:19 AM",1984,"3/9/20, 12:38 PM",Twisted Sister,Hard Rock,78
We're Only Gonna Die for Our Arrogance,"3/13/17, 10:55 AM",1992,"7/27/17, 2:00 PM",Sublime,Alternative,2
Wednesday Night Interlude,"10/15/15, 5:30 PM",2015,,Drake,Rap,
Welcome Back,"3/30/18, 10:42 AM",2004,"11/3/19, 2:57 PM",Mase,Hip-Hop/Rap,23
Welcome To Heartbreak,"10/21/15, 9:30 PM",2008,,Kanye West,Rap,
Welcome to Jamrock,"9/3/16, 1:56 PM",2005,"3/2/17, 9:18 AM","Damian ""Jr. Gong"" Marley",Reggae,13
Welcome to Paradise,"3/14/17, 11:52 PM",1994,,Green Day,Alternative,
Welcome to the Jungle,"3/15/19, 2:46 AM",1987,"5/19/20, 8:38 PM",Guns N' Roses,Hard Rock,11
Welcome to the Terrordome,"8/3/15, 9:35 PM",2001,"11/3/15, 9:46 PM",Public Enemy,Hip Hop/Rap,1
Wesley's Theory,"10/21/15, 9:13 PM",2015,,Kendrick Lamar,Rap,
Wesley's Theory (feat. George Clinton & Thundercat),"10/25/16, 4:57 PM",2015,,Kendrick Lamar,Hip-Hop/Rap,
Westside Story,"6/18/17, 12:47 PM",2005,"6/27/17, 10:41 AM",The Game,Hip Hop/Rap,1
Wet Dreamz,"10/21/15, 9:40 PM",2014,"10/2/16, 2:17 PM",J. Cole,Rap,5
Wet Dreamz,"11/1/16, 7:37 PM",2014,,J. Cole,Hip-Hop/Rap,5
The What,"6/30/17, 9:45 AM",1994,"5/31/18, 3:52 PM",The Notorious B.I.G. & Method Man,Hip-Hop/Rap,1
What a Wonderful World,"6/22/20, 9:41 PM",1967,"8/12/20, 1:23 PM",Louis Armstrong,Jazz,2
(What A) Wonderful World,"11/17/17, 1:41 PM",1960,"8/15/20, 12:00 PM",Sam Cooke,R&B/Soul,38
What Happened,"3/13/17, 10:55 AM",1992,"2/26/18, 9:49 PM",Sublime,Alternative,6
What I Got,"5/12/12, 12:48 PM",1996,"8/1/20, 4:19 PM",Sublime,Alternative,104
What I Got (Reprise),"2/4/17, 7:30 AM",1996,,Sublime,Pop,
What I'm Here 4,"12/2/16, 2:17 AM",1998,"8/21/20, 3:05 PM",Gang Starr,Hip-Hop/Rap,173
What Is and What Should Never Be,"2/24/19, 3:32 PM",1969,,Led Zeppelin,Rock,
What They Want,"5/31/16, 7:17 PM",2015,"5/14/18, 3:18 PM",Russ,Hip-Hop/Rap,35
What You Know,"6/1/16, 10:59 PM",2006,"8/18/19, 9:41 PM",T.I.,Rap,38
What You Say,"10/25/16, 3:56 PM",2014,"2/10/18, 2:42 PM",Jeezy,Hip-Hop/Rap,4
What You Say,"10/15/15, 6:31 PM",2014,"10/12/16, 7:12 PM",Jeezy,Rap,6
What's Free (feat. Rick Ross & JAY-Z),"12/14/18, 1:39 PM",2018,,Meek Mill,Hip-Hop/Rap,
What's my age again,"8/3/15, 10:39 PM",,,Blink 182,,
What's My Age Again?,"3/4/18, 3:00 AM",1999,,blink-182,Rock,
What's the Difference,"8/3/15, 10:03 PM",,"5/19/17, 8:23 PM",Dr. Dre,,9
What's the Difference (feat. Eminem & Xzibit),"6/29/17, 10:46 AM",1999,"9/21/19, 9:59 PM",Dr. Dre,Hip-Hop/Rap,21
What's Up?,"3/26/19, 10:59 AM",1992,"4/7/19, 6:40 PM",4 Non Blondes,Rock,2
Whatever You Like,"9/9/19, 1:15 PM",2008,"10/21/19, 3:19 PM",T.I.,Rap,3
When I Come Around,"9/5/16, 10:05 PM",2011,"2/19/19, 7:19 PM",DOM KENNEDY,Hip-Hop/Rap,37
When I Come Around,"2/24/17, 4:19 PM",1994,"8/21/20, 8:11 PM",Green Day,Alternative,75
